z_m,B_T,target_region,z_mm,B_mT
0.008695,-5.179473271633161e-05,original_variable_s_data,8.695,-0.05179473271633161
0.0087875,-3.942465295368426e-05,original_variable_s_data,8.7875,-0.03942465295368426
0.0088799999999999,-2.7052614737862405e-05,original_variable_s_data,8.8799999999999,-0.027052614737862406
0.0089725,-1.4678616102204184e-05,original_variable_s_data,8.9725,-0.014678616102204185
0.009065,-2.302655077512029e-06,original_variable_s_data,9.065,-0.0023026550775120287
0.0091575,1.0075270307910432e-05,original_variable_s_data,9.1575,0.010075270307910432
0.00925,2.2455162028274303e-05,original_variable_s_data,9.25,0.022455162028274304
0.0093425,3.483702206031813e-05,original_variable_s_data,9.3425,0.03483702206031813
0.009435,4.722085238331167e-05,original_variable_s_data,9.435,0.04722085238331167
0.0095275,5.960665497905149e-05,original_variable_s_data,9.5275,0.05960665497905149
0.00962,7.199443183187854e-05,original_variable_s_data,9.62,0.07199443183187854
0.0097125,8.438418492866057e-05,original_variable_s_data,9.7125,0.08438418492866057
0.009805,9.677591625882187e-05,original_variable_s_data,9.805,0.09677591625882187
0.0098975,0.0001091696278143,original_variable_s_data,9.8975,0.10916962781430001
0.00999,0.0001215653215897,original_variable_s_data,9.99,0.1215653215897
0.0100825,0.0001339629995821,original_variable_s_data,10.0825,0.1339629995821
0.010175,0.000146362663791,original_variable_s_data,10.175,0.14636266379100002
0.0102675,0.0001587643162189,original_variable_s_data,10.2675,0.1587643162189
0.01036,0.0001711679588703,original_variable_s_data,10.36,0.1711679588703
0.0104525,0.0001835735937528,original_variable_s_data,10.4525,0.1835735937528
0.010545,0.0001959812228762,original_variable_s_data,10.545,0.19598122287619998
0.0106375,0.0002083908482532,original_variable_s_data,10.6375,0.2083908482532
0.01073,0.0002208024718988,original_variable_s_data,10.73,0.22080247189879998
0.0108225,0.0002332160958308,original_variable_s_data,10.8225,0.23321609583080002
0.010915,0.0002456317220695,original_variable_s_data,10.915,0.2456317220695
0.0110075,0.0002580493526378,original_variable_s_data,11.0075,0.2580493526378
0.0111,0.0002704689895614,original_variable_s_data,11.1,0.2704689895614
0.0111925,0.0002828906348684,original_variable_s_data,11.192499999999999,0.2828906348684
0.011285,0.0002953142905895,original_variable_s_data,11.285,0.29531429058950004
0.0113775,0.0003077399587583,original_variable_s_data,11.377500000000001,0.30773995875829996
0.01147,0.0003201676414107,original_variable_s_data,11.469999999999999,0.3201676414107
0.0115625,0.0003325973405854,original_variable_s_data,11.5625,0.3325973405854
0.011655,0.0003450290583238,original_variable_s_data,11.655000000000001,0.3450290583238
0.0117475,0.0003574627966698,original_variable_s_data,11.747499999999999,0.3574627966698
0.01184,0.0003698985576701,original_variable_s_data,11.84,0.3698985576701
0.0119325,0.0003823363433739,original_variable_s_data,11.932500000000001,0.3823363433739
0.012025,0.0003947761558331,original_variable_s_data,12.024999999999999,0.3947761558331
0.0121175,0.0004072179971025,original_variable_s_data,12.1175,0.4072179971025
0.01221,0.0004196618692391,original_variable_s_data,12.21,0.41966186923910004
0.0123025,0.0004321077743031,original_variable_s_data,12.302499999999998,0.4321077743031
0.012395,0.0004445557143569,original_variable_s_data,12.395,0.4445557143569
0.0124875,0.000457005691466,original_variable_s_data,12.4875,0.457005691466
0.01258,0.0004694577076983,original_variable_s_data,12.579999999999998,0.4694577076983
0.0126725,0.0004819117651245,original_variable_s_data,12.6725,0.4819117651245
0.012765,0.000494367865818,original_variable_s_data,12.765,0.49436786581799996
0.0128575,0.0005068260118549,original_variable_s_data,12.8575,0.5068260118549001
0.01295,0.000519286205314,original_variable_s_data,12.95,0.5192862053139999
0.0130425,0.0005317484482768,original_variable_s_data,13.0425,0.5317484482768
0.0131349999999999,0.0005442127428276,original_variable_s_data,13.1349999999999,0.5442127428276
0.0132275,0.0005566790910533,original_variable_s_data,13.2275,0.5566790910533
0.01332,0.0005691474950437,original_variable_s_data,13.32,0.5691474950437
0.0134124999999999,0.0005816179568911,original_variable_s_data,13.4124999999999,0.5816179568911
0.013505,0.0005940904786908,original_variable_s_data,13.504999999999999,0.5940904786908
0.0135975,0.0006065650625406,original_variable_s_data,13.5975,0.6065650625405999
0.0136899999999999,0.0006190417105412,original_variable_s_data,13.6899999999999,0.6190417105411999
0.0137825,0.000631520424796,original_variable_s_data,13.782499999999999,0.631520424796
0.013875,0.0006440012074113,original_variable_s_data,13.875,0.6440012074113
0.0139674999999999,0.0006564840604959,original_variable_s_data,13.9674999999999,0.6564840604959
0.01406,0.0006689689861615,original_variable_s_data,14.059999999999999,0.6689689861615
0.0141525,0.0006814559865227,original_variable_s_data,14.1525,0.6814559865227
0.0142449999999999,0.0006939450636968,original_variable_s_data,14.2449999999999,0.6939450636968
0.0143375,0.0007064362198037,original_variable_s_data,14.3375,0.7064362198037001
0.01443,0.0007189294569664,original_variable_s_data,14.43,0.7189294569664
0.0145224999999999,0.0007314247773105,original_variable_s_data,14.5224999999999,0.7314247773104999
0.014615,0.0007439221829643,original_variable_s_data,14.615,0.7439221829643
0.0147075,0.0007564216760593,original_variable_s_data,14.7075,0.7564216760593
0.0148,0.0007689232587294,original_variable_s_data,14.8,0.7689232587294
0.0148925,0.0007814269331115,original_variable_s_data,14.8925,0.7814269331114999
0.014985,0.0007939327013454,original_variable_s_data,14.985,0.7939327013454
0.0150775,0.0008064405655735,original_variable_s_data,15.0775,0.8064405655735
0.01517,0.0008189505279413,original_variable_s_data,15.17,0.8189505279413
0.0152625,0.0008314625905969,original_variable_s_data,15.2625,0.8314625905969
0.015355,0.0008439767556913,original_variable_s_data,15.355,0.8439767556912999
0.0154475,0.0008564930253786,original_variable_s_data,15.4475,0.8564930253786
0.01554,0.0008690114018154,original_variable_s_data,15.54,0.8690114018154
0.0156325,0.0008815318871613,original_variable_s_data,15.6325,0.8815318871613
0.015725,0.0008940544835789,original_variable_s_data,15.725,0.8940544835789
0.0158174999999999,0.0009065791932334,original_variable_s_data,15.817499999999901,0.9065791932334
0.01591,0.0009191060182931,original_variable_s_data,15.91,0.9191060182931
0.0160025,0.0009316349609291,original_variable_s_data,16.002499999999998,0.9316349609291
0.0160949999999999,0.0009441660233154,original_variable_s_data,16.0949999999999,0.9441660233154
0.0161875,0.0009566992076288,original_variable_s_data,16.1875,0.9566992076288
0.01628,0.0009692345160493,original_variable_s_data,16.279999999999998,0.9692345160493
0.0163724999999999,0.0009817719507593,original_variable_s_data,16.372499999999903,0.9817719507593
0.016465,0.0009943115139446,original_variable_s_data,16.465,0.9943115139446
0.0165575,0.0010068532077936,original_variable_s_data,16.5575,1.0068532077936
0.0166499999999999,0.0010193970344978,original_variable_s_data,16.649999999999903,1.0193970344978
0.0167425,0.0010319429962515,original_variable_s_data,16.7425,1.0319429962515
0.016835,0.001044491095252,original_variable_s_data,16.835,1.044491095252
0.0169274999999999,0.0010570413336995,original_variable_s_data,16.927499999999903,1.0570413336995
0.01702,0.0010695937137972,original_variable_s_data,17.02,1.0695937137972
0.0171125,0.0010821482377511,original_variable_s_data,17.1125,1.0821482377511
0.0172049999999999,0.0010947049077705,original_variable_s_data,17.204999999999902,1.0947049077705
0.0172975,0.0011072637260671,original_variable_s_data,17.2975,1.1072637260670999
0.01739,0.0011198246948562,original_variable_s_data,17.39,1.1198246948562
0.0174824999999999,0.0011323878163555,original_variable_s_data,17.482499999999902,1.1323878163555001
0.017575,0.0011449530927861,original_variable_s_data,17.575,1.1449530927861
0.0176675,0.0011575205263718,original_variable_s_data,17.6675,1.1575205263718
0.0177599999999999,0.0011700901193396,original_variable_s_data,17.759999999999902,1.1700901193396
0.0178525,0.0011826618739193,original_variable_s_data,17.8525,1.1826618739193
0.017945,0.0011952357923438,original_variable_s_data,17.945,1.1952357923438
0.0180375,0.001207811876849,original_variable_s_data,18.0375,1.2078118768489998
0.01813,0.0012203901296738,original_variable_s_data,18.13,1.2203901296738
0.0182225,0.0012329705530601,original_variable_s_data,18.2225,1.2329705530601
0.018315,0.0012455531492529,original_variable_s_data,18.315,1.2455531492529
0.0184075,0.0012581379205002,original_variable_s_data,18.4075,1.2581379205002001
0.0185,0.0012707248690528,original_variable_s_data,18.5,1.2707248690528
0.0185925,0.0012833139971649,original_variable_s_data,18.5925,1.2833139971649001
0.018685,0.0012959053070935,original_variable_s_data,18.685,1.2959053070934998
0.0187775,0.0013084988010988,original_variable_s_data,18.7775,1.3084988010988001
0.01887,0.001321094481444,original_variable_s_data,18.87,1.321094481444
0.0189625,0.0013336923503952,original_variable_s_data,18.9625,1.3336923503952
0.019055,0.0013462924102218,original_variable_s_data,19.055,1.3462924102218
0.0191475,0.0013588946631963,original_variable_s_data,19.1475,1.3588946631963
0.01924,0.001371499111594,original_variable_s_data,19.24,1.371499111594
0.0193325,0.0013841057576935,original_variable_s_data,19.3325,1.3841057576935
0.019425,0.0013967146037764,original_variable_s_data,19.425,1.3967146037764
0.0195175,0.0014093256521276,original_variable_s_data,19.517500000000002,1.4093256521276
0.01961,0.0014219389050348,original_variable_s_data,19.61,1.4219389050348
0.0197025,0.001434554364789,original_variable_s_data,19.7025,1.434554364789
0.019795,0.0014471720336842,original_variable_s_data,19.795,1.4471720336842
0.0198875,0.0014597919140177,original_variable_s_data,19.8875,1.4597919140177
0.01998,0.0014724140080897,original_variable_s_data,19.98,1.4724140080897
0.0200725,0.0014850383182038,original_variable_s_data,20.0725,1.4850383182038
0.020165,0.0014976648466664,original_variable_s_data,20.165,1.4976648466664
0.0202575,0.0015102935957874,original_variable_s_data,20.2575,1.5102935957874
0.02035,0.0015229245678796,original_variable_s_data,20.35,1.5229245678796
0.0204425,0.0015355577652591,original_variable_s_data,20.4425,1.5355577652591
0.020535,0.001548193190245,original_variable_s_data,20.535,1.5481931902450001
0.0206275,0.0015608308451597,original_variable_s_data,20.6275,1.5608308451597002
0.02072,0.0015734707323288,original_variable_s_data,20.72,1.5734707323288
0.0208125,0.001586112854081,original_variable_s_data,20.8125,1.586112854081
0.020905,0.0015987572127482,original_variable_s_data,20.905,1.5987572127482002
