z_m,z_mm,B_T,B_mT,in_original_range,B_original_interp_mT,B_degree6_unanchored_mT,B_original_T,B_original_mT,equivalent_detuning_MHz,field_offset_removed_mT
-0.0086041666666666,-8.604166666666666,-0.0005975383559068004,-0.5975383559068005,False,,4.716583945285114,0.0046576046609958,4.657604660995867,-526.447731260968,5.2551430169026006
-0.0084283333333333,-8.428333333333333,-0.0005879256681446,-0.5879256681446,False,,4.726196633047273,0.004667217348758,4.667217348758025,-526.447731260968,5.2551430169026006
-0.0082525,-8.2525,-0.0005781859731060005,-0.5781859731060004,False,,4.735936328085916,0.0046769570437966,4.676957043796668,-526.447731260968,5.2551430169026006
-0.0080766666666666,-8.076666666666666,-0.0005683205624226004,-0.5683205624226004,False,,4.745801738769271,0.00468682245448,4.686822454480025,-526.447731260968,5.2551430169026006
-0.0079008333333333,-7.900833333333333,-0.0005583307183442002,-0.5583307183442002,False,,4.755791582847654,0.0046968122985584,4.696812298558407,-526.447731260968,5.2551430169026006
-0.0077249999999999,-7.725,-0.0005482177137792,-0.5482177137791999,False,,4.76590458741274,0.0047069253031234,4.706925303123494,-526.447731260968,5.2551430169026006
-0.0075491666666666,-7.5491666666666655,-0.0005379828123350007,-0.5379828123350007,False,,4.776139488856916,0.0047171602045676,4.717160204567668,-526.447731260968,5.2551430169026006
-0.0073733333333333,-7.373333333333332,-0.0005276272683592004,-0.5276272683592005,False,,4.7864950328327085,0.0047275157485434,4.727515748543463,-526.447731260968,5.2551430169026006
-0.0071974999999999,-7.197499999999999,-0.0005171523269796004,-0.5171523269796005,False,,4.79696997421232,0.004737990689923,4.737990689923072,-526.447731260968,5.2551430169026006
-0.0070216666666666,-7.021666666666666,-0.0005065592241447004,-0.5065592241447003,False,,4.807563077047218,0.0047485837927579,4.748583792757973,-526.447731260968,5.2551430169026006
-0.0068458333333333,-6.845833333333332,-0.0004958491866641004,-0.49584918666410044,False,,4.818273114527831,0.0047592938302385,4.759293830238586,-526.447731260968,5.2551430169026006
-0.0066699999999999,-6.669999999999999,-0.0004850234322486,-0.4850234322486,False,,4.82909886894332,0.004770119584654,4.770119584654073,-526.447731260968,5.2551430169026006
-0.0064941666666666,-6.494166666666666,-0.0004740831695505005,-0.4740831695505005,False,,4.84003913164142,0.0047810598473521,4.781059847352173,-526.447731260968,5.2551430169026006
-0.0063183333333333,-6.3183333333333325,-0.0004630295982035,-0.4630295982035,False,,4.851092702988391,0.0047921134186991,4.792113418699143,-526.447731260968,5.2551430169026006
-0.0061424999999999,-6.142499999999998,-0.00045186390886290013,-0.4518639088629001,False,,4.862258392329035,0.0048032791080397,4.803279108039788,-526.447731260968,5.2551430169026006
-0.0059666666666666,-5.966666666666665,-0.0004405872832451002,-0.4405872832451002,False,,4.873535017946794,0.0048145557336575,4.814555733657548,-526.447731260968,5.2551430169026006
-0.0057908333333333,-5.790833333333333,-0.0004292008941680003,-0.4292008941680003,False,,4.884921407023943,0.0048259421227346,4.825942122734696,-526.447731260968,5.2551430169026006
-0.0056149999999999,-5.614999999999999,-0.00041770590559000054,-0.41770590559000054,False,,4.896416395601856,0.0048374371113126,4.83743711131261,-526.447731260968,5.2551430169026006
-0.0054391666666666,-5.439166666666666,-0.0004061034726505,-0.4061034726505,False,,4.908018828541378,0.0048490395442521,4.849039544252131,-526.447731260968,5.2551430169026006
-0.0052633333333333,-5.263333333333333,-0.0003943947417087007,-0.3943947417087007,False,,4.919727559483228,0.0048607482751939,4.860748275193982,-526.447731260968,5.2551430169026006
-0.0050874999999999,-5.087499999999999,-0.00038258085038330066,-0.38258085038330064,False,,4.931541450808557,0.0048725621665193,4.872562166519311,-526.447731260968,5.2551430169026006
-0.0049116666666666,-4.911666666666665,-0.00037066292759240036,-0.3706629275924004,False,,4.94345937359952,0.0048844800893102,4.884480089310273,-526.447731260968,5.2551430169026006
-0.0047358333333333,-4.735833333333331,-0.0003586420935919,-0.3586420935919,False,,4.955480207600002,0.0048965009233107,4.896500923310754,-526.447731260968,5.2551430169026006
-0.00456,-4.56,-0.00034651946001560026,-0.34651946001560024,False,,4.96760284117634,0.004908623556887,4.908623556887094,-526.447731260968,5.2551430169026006
-0.0043841666666666,-4.384166666666666,-0.0003342961299137,-0.3342961299137,False,,4.979826171278227,0.0049208468869889,4.92084688698898,-526.447731260968,5.2551430169026006
-0.0042083333333333,-4.208333333333333,-0.00032197319779230047,-0.3219731977923005,False,,4.992149103399608,0.0049331698191103,4.933169819110362,-526.447731260968,5.2551430169026006
-0.0040325,-4.0325,-0.0003095517496522005,-0.3095517496522005,False,,5.004570551539739,0.0049455912672504,4.945591267250493,-526.447731260968,5.2551430169026006
-0.0038566666666666,-3.856666666666666,-0.00029703286302759993,-0.2970328630275999,False,,5.017089438164256,0.004958110153875,4.95811015387501,-526.447731260968,5.2551430169026006
-0.0036808333333333,-3.6808333333333327,-0.00028441760702550053,-0.2844176070255005,False,,5.029704694166391,0.0049707254098771,4.970725409877143,-526.447731260968,5.2551430169026006
-0.0035049999999999,-3.5049999999999994,-0.0002717070423637006,-0.2717070423637006,False,,5.042415258828229,0.0049834359745389,4.983435974538984,-526.447731260968,5.2551430169026006
-0.0033291666666666,-3.329166666666666,-0.0002589022214098003,-0.2589022214098003,False,,5.055220079782069,0.0049962407954928,4.996240795492822,-526.447731260968,5.2551430169026006
-0.0031533333333333,-3.1533333333333324,-0.00024600418822000054,-0.24600418822000053,False,,5.068118112971861,0.0050091388286826,5.009138828682613,-526.447731260968,5.2551430169026006
-0.0029774999999999,-2.977499999999999,-0.00023301397857719997,-0.23301397857719996,False,,5.08110832261472,0.0050221290383254,5.022129038325473,-526.447731260968,5.2551430169026006
-0.0028016666666666,-2.801666666666666,-0.00021993262002940016,-0.21993262002940017,False,,5.094189681162545,0.0050352103968732,5.035210396873298,-526.447731260968,5.2551430169026006
-0.0026258333333333,-2.625833333333333,-0.00020676113192819989,-0.2067611319281999,False,,5.107361169263696,0.0050483818849744,5.048381884974451,-526.447731260968,5.2551430169026006
-0.0024499999999999,-2.449999999999999,-0.00019350052546710048,-0.19350052546710048,False,,5.120621775724777,0.0050616424914355,5.061642491435531,-526.447731260968,5.2551430169026006
-0.0022741666666666,-2.2741666666666656,-0.00018015180371939998,-0.18015180371939998,False,,5.1339704974724745,0.0050749912131832,5.074991213183227,-526.447731260968,5.2551430169026006
-0.0020983333333333,-2.0983333333333323,-0.0001667159616764004,-0.1667159616764004,False,,5.147406339515516,0.0050884270552262,5.088427055226269,-526.447731260968,5.2551430169026006
-0.0019224999999999,-1.9224999999999988,-0.00015319398628520046,-0.15319398628520048,False,,5.160928314906674,0.0051019490306174,5.101949030617429,-526.447731260968,5.2551430169026006
-0.0017466666666666,-1.7466666666666657,-0.00013958685648699995,-0.13958685648699995,False,,5.17453544470489,0.0051155561604156,5.115556160415645,-526.447731260968,5.2551430169026006
-0.0015708333333333,-1.570833333333332,-0.0001258955432545004,-0.12589554325450042,False,,5.188226757937441,0.0051292474736481,5.129247473648196,-526.447731260968,5.2551430169026006
-0.0013949999999999,-1.394999999999999,-0.00011212100962970043,-0.11212100962970042,False,,5.202001291562232,0.0051430220072729,5.143022007272987,-526.447731260968,5.2551430169026006
-0.0012191666666666,-1.2191666666666652,-9.826421076180019e-05,-0.0982642107618002,False,,5.215858090430146,0.0051568788061408,5.156878806140899,-526.447731260968,5.2551430169026006
-0.0010433333333333,-1.043333333333332,-8.432609394440002e-05,-0.08432609394440002,False,,5.229796207247469,0.0051708169229582,5.170816922958224,-526.447731260968,5.2551430169026006
-0.0008674999999999,-0.8674999999999985,-7.030759865350039e-05,-0.07030759865350039,False,,5.243814702538444,0.0051848354182491,5.184835418249196,-526.447731260968,5.2551430169026006
-0.0006916666666666,-0.6916666666666651,-5.620965658410023e-05,-0.05620965658410023,False,,5.257912644607832,0.0051989333603185,5.198933360318585,-526.447731260968,5.2551430169026006
-0.0005158333333333,-0.5158333333333317,-4.203319168820038e-05,-0.04203319168820038,False,,5.272089109503648,0.0052131098252144,5.213109825214403,-526.447731260968,5.2551430169026006
-0.0003399999999999,-0.3399999999999983,-2.777912021200042e-05,-0.02777912021200042,False,,5.286343180979896,0.0052273638966906,5.227363896690649,-526.447731260968,5.2551430169026006
