z_mm,B_target_mT,B_sim_mT,residual_mT,in_active_0_185mm,acceptance_residual_with_start_0p1mT_deadband_mT
86.71875,15.119407052494047,15.134323445517182,0.0149163930231351,True,0.0149163930231351
87.00781249999999,15.158171951137774,15.173794142742882,0.0156221916051066,True,0.0156221916051066
87.296875,15.1969594594819,15.21322626618552,0.0162668067036179,True,0.0162668067036179
87.5859375,15.2358409150294,15.252612672864736,0.0167717578353331,True,0.0167717578353331
87.875,15.274728664337257,15.291946882014312,0.0172182176770546,True,0.0172182176770546
88.1640625,15.313727734531415,15.331223152684368,0.0174954181529508,True,0.0174954181529508
88.453125,15.352726804725576,15.370436553791055,0.0177097490654809,True,0.0177097490654809
88.7421875,15.391834242667114,15.409583025922084,0.0177487832549692,True,0.0177487832549692
89.03124999999999,15.430952001346496,15.448659434325304,0.0177074329788078,True,0.0177074329788078
89.3203125,15.47016229813484,15.487663612628577,0.0175013144937379,True,0.0175013144937379
89.60937499999999,15.509399835578632,15.526594396960633,0.0171945613819998,True,0.0171945613819998
89.8984375,15.54871378581018,15.565451650262858,0.0167378644526788,True,0.0167378644526788
90.1875,15.5880722090928,15.604236276699178,0.0161640676063796,True,0.0161640676063796
90.4765625,15.627490617260754,15.642950226184258,0.0154596089235042,True,0.0154596089235042
90.765625,15.666971050616263,15.681596489157588,0.0146254385413255,True,0.0146254385413255
91.0546875,15.706494731273915,15.720179081831958,0.0136843505580408,True,0.0136843505580408
91.34375,15.746098316470762,15.758703022237572,0.0126047057668089,True,0.0126047057668089
91.6328125,15.785728094397884,15.797174297468173,0.011446203070288,True,0.011446203070288
91.921875,15.82545599112414,15.83559982261103,0.0101438314868904,True,0.0101438314868904
92.2109375,15.865192701496548,15.87398739190903,0.0087946904124801,True,0.0087946904124801
92.5,15.905046087756146,15.912345622759926,0.0072995350037796,True,0.0072995350037796
92.7890625,15.944899474015742,15.95068389320466,0.0057844191889179,True,0.0057844191889179
93.078125,15.984870648838804,15.989012273593932,0.0041416247551287,True,0.0041416247551287
93.3671875,16.024850721359105,16.02734145315022,0.0024907317911181,True,0.0024907317911181
93.65625,16.064931746731812,16.06568266216087,0.0007509154290596,True,0.0007509154290596
93.9453125,16.105039721382912,16.10404759054801,-0.0009921308349036,True,-0.0009921308349036
94.234375,16.145231484293426,16.142448303562638,-0.0027831807307872,True,-0.0027831807307872
94.5234375,16.185468596519602,16.180897155344496,-0.0045714411751052,True,-0.0045714411751052
94.8125,16.225771995507337,16.219406701076558,-0.0063652944307796,True,-0.0063652944307796
95.1015625,16.26613950077105,16.257989608443747,-0.0081498923273047,True,-0.0081498923273047
95.390625,16.306555446126023,16.296658569081437,-0.009896877044585,True,-0.009896877044585
95.6796875,16.347054620365054,16.335426210669553,-0.0116284096955028,True,-0.0116284096955028
95.96875,16.387584034331194,16.374305010295526,-0.0132790240356672,True,-0.0132790240356672
