z_m,z_cm,B_T,B_mT
2.015719063545150513e-01,2.015719063545150647e+01,4.485092865876366686e-02,4.485092865876366375e+01
2.022742474916388034e-01,2.022742474916388034e+01,4.527464565667533442e-02,4.527464565667533236e+01
2.029765886287625554e-01,2.029765886287625420e+01,4.571311873294726935e-02,4.571311873294727235e+01
2.036789297658862796e-01,2.036789297658862807e+01,4.616800612075748489e-02,4.616800612075748234e+01
2.043812709030100316e-01,2.043812709030100194e+01,4.664130205720148914e-02,4.664130205720148581e+01
2.050836120401337836e-01,2.050836120401337936e+01,4.713544060806158786e-02,4.713544060806158598e+01
2.057859531772575357e-01,2.057859531772575323e+01,4.765344478749165141e-02,4.765344478749165091e+01
2.064882943143812877e-01,2.064882943143812710e+01,4.819914775534626245e-02,4.819914775534626017e+01
2.071906354515050119e-01,2.071906354515050097e+01,4.877753388278055491e-02,4.877753388278055269e+01
2.078929765886287639e-01,2.078929765886287484e+01,4.939529015707582599e-02,4.939529015707582715e+01
2.085953177257525160e-01,2.085953177257525226e+01,5.006175222017007764e-02,5.006175222017007798e+01
2.092976588628762680e-01,2.092976588628762613e+01,5.079065732347844142e-02,5.079065732347844175e+01
2.099999999999999922e-01,2.100000000000000000e+01,5.160374905916208926e-02,5.160374905916209087e+01
